time,layer,p025,p10,p25,p50,p75,p90,p975
t3,c7,4.71502046211932,5.08034220385818,5.431174570156576,5.849459678574484,6.299959260982157,6.73501452427433,7.256846244075286
t3,c8,0.948680434284354,1.071898054217087,1.1956644858579426,1.3500076255549158,1.5242742513579655,1.7002741836186916,1.9211111805328394
t4,c0,5.076472495036089,5.507033647904779,5.923180421244933,6.422531200459205,6.963979498737313,7.490222442451503,8.125505862822314
t4,c1,5.372198453892009,5.827841612011926,6.268230692129306,6.796670762801965,7.369660710785803,7.926559528095924,8.598850890264533
t4,c2,5.331906665309136,5.78413247428349,6.2212186116926675,6.745695352307996,7.314387843665385,7.867109888728224,8.534359028115398
t4,c3,5.409246882162325,5.868032303734597,6.311458450219832,6.843542815536762,7.420484288612179,7.981223661341838,8.65815136345988
t4,c4,4.546966108290406,5.068303816605636,5.585288564273576,6.2217701665329415,6.930783174350462,7.637747342282381,8.513462181866561
t4,c5,10.555874582816925,11.451171372932329,12.316495306375877,13.354831316936746,14.480703728398066,15.574958551874643,16.89594908546553
t4,c6,5.044879056287343,5.4727606107884545,5.8863174936866,6.3825605621287425,6.9206391556238565,7.443607025115654,8.07493675759606
t4,c7,4.689247155553137,5.052571970805513,5.4014866126311105,5.817485285514341,6.26552234120795,6.698199499725362,7.217178776149149
t4,c8,0.9459099609015248,1.0687677429752882,1.1921727340380976,1.346065138645678,1.5198228459226835,1.6953087978059436,1.915500874681916
t5,c0,5.133099142453428,5.568463085964426,5.9892518615277455,6.494172760651027,7.041660765026489,7.573773803311015,8.216143634627729
t5,c1,5.414440215058377,5.873666109301611,6.31751798225925,6.850113193410744,7.427608578924708,7.988886308711083,8.666463918474353
t5,c2,5.35951376246486,5.814081068136053,6.253430313326053,6.780622645425435,7.352259664856202,7.907843547560994,8.578547513331005
t5,c3,5.413126963149018,5.872241473895808,6.315985692267474,6.848451724473373,7.425807040674992,7.986948634679815,8.664361900567375
t5,c4,4.536741445132464,5.056906832754708,5.572729048136986,6.207779408149469,6.915198073936088,7.620572507018509,8.494318145811675
t5,c5,10.488160597541809,11.377714224152655,12.23748726442978,13.269162541313099,14.387812689257244,15.475048070202291,16.78756469357017
t5,c6,5.003078021371731,5.427414219958483,5.8375444388060655,6.329675719116295,6.863295882226245,7.381930526297081,8.008029164851104
t5,c7,4.663532172741799,5.024864580456413,5.371865837527586,5.7855832489699335,6.231163350529154,6.661467785808688,7.177601073797663
t5,c8,0.9433123892963398,1.065832790541714,1.1888988980807496,1.3423686974119446,1.5156492471314014,1.6906532955095053,1.9102407010000169
t6,c0,5.187108550601652,5.627053303535098,6.052269531616453,6.562503104071481,7.1157516640613885,7.65346348574521,8.302592199647055
t6,c1,5.452295912217199,5.914732538445544,6.361687654105787,6.898006567472241,7.479539580064225,8.04474154927644,8.727056522788866
t6,c2,5.380550708731121,5.836902263572599,6.2779760246184795,6.807237670699296,7.381118456597423,7.9388830946477285,8.612219680448927
t6,c3,5.4107233072648935,5.869633951872434,6.313181129160674,6.845410724068849,7.422509670243961,7.983402093796396,8.660514559722374
t6,c4,4.522810167557672,5.041378248283017,5.5556164936399695,6.188716761731566,6.8939631093656395,7.59717150165859,8.468234070858527
t6,c5,10.413452111482066,11.296669335813887,12.150318104671184,13.174644628899125,14.285326491250562,15.364817357936355,16.667984760442472
t6,c6,4.960059264021272,5.380746825532198,5.787350556827253,6.27525026688377,6.804282119314558,7.318457305065632,7.9391724606329115
t6,c7,4.638238736467879,4.997611398245358,5.342730636739709,5.7542041835330915,6.197367607885797,6.625338216055541,7.1386721699893325
t6,c8,0.9409315655705274,1.0631427378886755,1.185898239193767,1.3389806964910935,1.511823903874464,1.6863862599826267,1.9054194493822512
t7,c0,5.237895116789883,5.682147333717199,6.111526819980083,6.626756048655943,7.185421421179533,7.728397936431211,8.383882217808015
t7,c1,5.48534533042549,5.950585043958911,6.4002494048207375,6.939819247400544,7.524877257176195,8.093505231974568,8.779956098562582
t7,c2,5.394800942065094,5.852361130834742,6.2946030630126595,6.825266443294984,7.40066713589925,7.959908997503044,8.635028895827324
t7,c3,5.402164004496824,5.860348691607071,6.303194215092902,6.834581868178099,7.41076789304363,7.97077303262295,8.646814364381687
t7,c4,4.505436313798197,5.022012375034534,5.5342752334658,6.164943519876668,6.867480744984201,7.5679878433210686,8.435704326098634
t7,c5,10.332893045590822,11.209277650555931,12.05632254332275,13.072724818504744,14.174814381935947,15.245954245042203,16.539040269392267
t7,c6,4.916410424306025,5.333395908288204,5.7364215006639,6.220027661972754,6.744404000164325,7.254054411296031,7.869307233674935
t7,c7,4.613716200325948,4.971188845828376,5.314483426412664,5.723781497665438,6.164601900947446,6.590309813015756,7.100929751748207
t7,c8,0.9388081127596127,1.060743484300234,1.183221956410175,1.3359589439771362,1.5084120864418715,1.682580497932465,1.90111938290153
t8,c0,5.284877236702815,5.733114243409592,6.16634511616685,6.686195774036033,7.249872183042383,7.79771901111642,8.459082761329848
t8,c1,5.5084993676116705,5.977476763617952,6.430880971502868,6.975091149850515,7.565354850185206,8.139202956813456,8.83215070056676
t8,c2,5.402143553582517,5.860326506147912,6.303170353158196,6.834555994574856,7.410739838179137,7.970742857753009,8.64678163022933
t8,c3,5.38766137796992,5.844616024416467,6.2862726866920715,6.81623377874223,7.390872977054237,7.9493747292159025,8.623601163288622
t8,c4,4.484923669796747,4.999147829883941,5.509078424596822,6.136875363342087,6.836214031197293,7.5335318151752695,8.397297701813919
t8,c5,10.247670181215655,11.116826606618673,11.956885305712776,12.964904574038293,14.057904405389703,15.1202098010455,16.402630806954708
t8,c6,4.872707667602155,5.285986501084729,5.685429534664692,6.164736843643463,6.684451916897519,7.189571964206952,7.7993557060805205
t8,c7,4.590296752893778,4.945954849892076,5.287506850518115,5.694727304889487,6.13331008240228,6.556857080440499,7.0648850875729705
t8,c8,0.9369791003512111,1.05867691396648,1.1809167700672427,1.3333561911329297,1.5054733555280797,1.6793024472136582,1.8974155685715082
t9,c0,5.327507925192028,5.779360654903597,6.216086203043694,6.740130258500738,7.308353587392792,7.860619645360238,8.527318314579466
t9,c1,5.1422539717072375,5.722559939905917,6.2971390321902625,7.003443124793526,7.788968188805866,8.571026973467418,9.538271713548525
t9,c2,5.402556103628611,5.860774046637395,6.303651712676679,6.835077934868116,7.411305780389206,7.971351566185269,8.647441966283848
t9,c3,5.367507234368827,5.822752506577171,6.2627570212567365,6.790735636829096,7.3632252269699325,7.919637737858831,8.591342028200042
t9,c4,4.461610115303561,4.973161232578757,5.480441103314408,6.104974624614988,6.800677986422059,7.494370969321409,8.353646823453348
t9,c5,10.158993619505738,11.020628939913193,11.853418326495003,12.852714862602195,13.936256596134314,14.989369503321335,16.260693285817062
t9,c6,4.829508900647875,5.239123829535176,5.635025619171067,6.11008365112513,6.625191214168507,7.125833142802213,7.7302108748031095
t9,c7,4.5682925890018495,4.922245794251937,5.262160522474041,5.667428914462412,6.103909290358036,6.525425962676051,7.031018673762883
t9,c8,0.9354777614280313,1.0569805763881777,1.179024565309129,1.3312197298741242,1.5030611077568998,1.6766116698773783,1.8943753045512373
t10,c0,5.365285328916379,5.820342150153284,6.26016452284634,6.787924579129724,7.360177184449439,7.91635936570155,8.587785600818988
t10,c1,4.1996427852063185,5.018128990902339,5.884889661791263,7.024584873691048,8.384998782231943,9.833304950340887,11.74975948466648
t10,c2,5.396115121837084,5.853786772799871,6.296136435625838,6.826929086123615,7.402469947004548,7.961848040575019,8.637132398890236
t10,c3,5.342066474743898,5.795153988232052,6.233072981904741,6.758549099304415,7.328325219408865,7.8821004619488395,8.550621027211825
t10,c4,4.435861568738925,4.944460456343005,5.448812747340538,6.069742002459449,6.761430367450636,7.451119955698696,8.305436814362587
t10,c5,10.068078268737352,10.9220026011943,11.747339149233925,12.737692733066062,13.811537583179817,14.855225922054109,16.115172313052724
t10,c6,4.787347955156153,5.193387002303781,5.585832624011154,6.05674346497693,6.567354210158571,7.063625603920467,7.662727201817565
t10,c7,4.547993531357502,4.900373957198917,5.238778285522608,5.6422458807603055,6.076786770482855,6.496430447351752,6.999776573880576
t10,c8,0.9343332540943367,1.0556874168165356,1.177582091401954,1.3295910532701245,1.5012221923579991,1.6745604245874814,1.892057637025374
t11,c0,5.397762801117986,5.855574200043838,6.298058932333281,6.829013657959726,7.4047302576324325,7.964279154766978,8.639769708098571
t11,c1,3.283817249956016,4.275440821724327,5.414143992488702,7.03832112737468,9.149731584674354,11.586633135076266,15.085481475168057
t11,c2,5.382994276478087,5.839553082584548,6.280827156511929,6.810329165848865,7.384470578707862,7.942488524598525,8.61613090503915
t11,c3,5.311769310284253,5.762287168943951,6.1977225350103495,6.720218450567958,7.286763124396403,7.837397668542558,8.502126765165798
t11,c4,4.40806570968602,4.91347763061514,5.4146695648304926,6.031707972187439,6.71906210086311,7.404429977468881,8.253393542162264
t11,c5,9.976126755932281,10.822252218327373,11.640050987841654,12.621359696592908,13.68539714793102,14.719553506709914,15.967992838107557
t11,c6,4.746729754473073,5.149323767823972,5.538439689002154,6.005355092155313,6.511633566126881,7.003694350746949,7.597712877774565
t11,c7,4.529665073102656,4.880625402393729,5.217665957976282,5.619507574873088,6.052297260575141,6.470249769336527,6.971567406069969
t11,c8,0.933570463469696,1.0548255525292805,1.1766207121776462,1.3285055737738138,1.4999965930241266,1.673193311743459,1.890512959234577
t12,c0,5.424558202969894,5.884642254633296,6.329323555510853,6.862914029643212,7.441488583288602,8.003815175202805,8.682658977183998
t12,c1,2.5988649888227764,3.6701552152030583,4.998269285843821,7.044555861725161,9.92859016810423,13.521435574004922,19.095169430654263
t12,c2,5.363460293870169,5.818362324709945,6.258035089097933,6.785615624528341,7.357673574578864,7.913666567016098,8.58486441233972
t12,c3,5.277102370751466,5.724679951990916,6.157273475608202,6.6763593533323355,7.239206507783911,7.786247369047487,8.446638151626534
t12,c4,4.378625652215612,4.880662088980399,5.378506722969582,5.991424128651322,6.67418763949517,7.354978163809819,8.198271773066752
t12,c5,9.884314061929377,10.722652428183098,11.532924798923755,12.505202287603012,13.559447146353099,14.58408591542582,15.821035559380725
t12,c6,4.7081264388274455,5.107446310910923,5.493397702927986,5.956515863849113,6.458676970971032,6.946736015705314,7.535923619995733
t12,c7,4.513546802292115,4.863258281273072,5.199099518393588,5.5995112300105205,6.030760885435374,6.447226160237197,6.946759918184777
t12,c8,0.9332098404539217,1.0544180906538745,1.1761662028221649,1.3279923937780516,1.4994171688497402,1.672546984506614,1.8897826849688448
t13,c0,5.445362106621957,5.907210641939975,6.353597354870123,6.889234219583642,7.470027683750256,8.034510873087045,8.715958131519947
t13,c1,2.1184619453335025,3.2108385676492457,4.658244484787502,7.043294398877404,10.64950458295252,15.450168217450237,23.416987073349663
t13,c2,5.337866798913925,5.7905981167822285,6.228172839596081,6.753235852935763,7.32256404244792,7.8759039335162635,8.543898940051545
t13,c3,5.238599020537017,5.68291093907981,6.112348128260104,6.6276465969219895,7.18638704667419,7.729436530779802,8.385008900564552
t13,c4,4.3479537295626836,4.846473441222275,5.340830713349599,5.949454681603047,6.627435488635655,7.303457129751975,8.140843534691557
t13,c5,9.793774078829168,10.624433293951379,11.427283597131883,12.390655056840165,13.435243068276755,14.450496180817884,15.67611540779516
t13,c6,4.671974390961668,5.068228026121203,5.451215833073303,5.910777872437657,6.409083060943778,6.893394471842008,7.47805791163749
t13,c7,4.4998511628411055,4.848501497994868,5.1833236783297,5.58252040433233,6.012461501310182,6.427663078515106,6.925681080773837
t13,c8,0.933267273657805,1.0544829834642089,1.1762385884640634,1.3280741233683333,1.4995094485581524,1.6726499192676951,1.8898989892227607
t14,c0,5.4599446027195,5.923029952841027,6.370612074335719,6.907683356510638,7.490032165989255,8.056027022272053,8.739299173483838
t14,c1,1.7829601715901986,2.867298815073955,4.386355269543909,7.03464331973613,11.281851011820509,17.258824359620082,27.755082488338523
t14,c2,5.306646327476894,5.756729680210317,6.191745086793582,6.7137370765524675,7.279735341368381,7.829838821167043,8.493926813944345
t14,c3,5.196829208032,5.637598418790036,6.063611503394961,6.574801255139262,7.12908660463782,7.6678060999347615,8.31815128304956
t14,c4,4.316465532192367,4.811374927815935,5.302152028597285,5.906368297774644,6.579439118456666,7.25056496164456,8.081886953291365
t14,c5,9.705588191017712,10.528767917664418,11.324389131609678,12.279086124581973,13.314268372679088,14.320379861535399,15.534963269350438
t14,c6,4.6386720771622585,5.032101175670273,5.4123590061582165,5.868645240056938,6.363398457947037,6.8442576473147785,7.424753546000277
t14,c7,4.488762503131897,4.836553684330537,5.170550786438005,5.568763800648515,5.997645424691182,6.411823850499818,6.908614622799988
t14,c8,0.9337539913230213,1.0550329175615554,1.1768520205597488,1.3287667407511616,1.500291472913203,1.6735222398626726,1.890884609579857
t15,c0,5.468160459015144,5.931942637212055,6.380198258285638,6.918077698930273,7.5013027982764156,8.068149335801726,8.75244964136555
t15,c1,1.5456727581582133,2.609629290223015,4.169820121026073,7.018808195701539,11.814339002212094,18.877650045013517,31.871991162442757
t15,c2,5.270300825886659,5.7173015339132345,6.149337496950416,6.667754335941172,7.229876048681734,7.776211840628974,8.435751459592
t15,c3,5.152389168620093,5.58938919622557,6.011759282857698,6.518577658940977,7.068123106127739,7.602235808581467,8.247019645650049
t15,c4,4.284574318455429,4.775827189730885,5.262978296675037,5.862730452785822,6.530828444369042,7.196995828477427,8.022175788612083
t15,c5,9.620775890467176,10.43676225953375,11.225430936013641,12.171785307528165,13.197921613615147,14.195241195345293,15.399210963780634
t15,c6,4.608578599224243,4.999455318581679,5.37724621878393,5.830572286608215,6.322115783095363,6.799855388848265,7.376585308773117
t15,c7,4.480436363003158,4.827582431409981,5.1609600071618456,5.558434381857547,5.986520479628123,6.399930651912724,6.895799934251697
t15,c8,0.934676490682404,1.056075234059929,1.1780146878630675,1.3300794917310799,1.5017736812202205,1.6751755909685657,1.8927527031646916
t16,c0,5.469952434790944,5.933886599462063,6.382289118787874,6.920344828387153,7.5037610569544855,8.070793356267778,8.755317914499411
t16,c1,1.3754981314917663,2.415284296787657,3.9972459067259303,6.996089229003683,12.244746918828298,20.26480467135022,35.58366484082303
t16,c2,5.2293909988679115,5.672921938802159,6.101604295072358,6.61599701022135,7.173755347361274,7.715850299272793,8.370270352462407
t16,c3,5.105891281590473,5.538947589641672,5.957505985050528,6.4597505638478445,7.004336622043465,7.533629208763111,8.172594175200349
t16,c4,4.252685891398587,4.7402825578359895,5.223807987785222,5.819096420907252,6.482222017921504,7.143431376224554,7.962469841542749
t16,c5,9.540287357323189,10.349447089259932,11.131517671612155,12.069954732083913,13.087506262158746,14.076482151953527,15.270379368890493
t16,c6,4.582012840571888,4.970636384385996,5.346249541134437,5.796962449467276,6.2856724853518395,6.760658201854108,7.334063611296944
t16,c7,4.47499895200055,4.821723727546825,5.154696719737726,5.551688723663457,5.979255300595103,6.392163762591409,6.8874312631231644
t16,c8,0.9360364929949289,1.0576118777808736,1.1797287597538801,1.332014825723781,1.5039588390793395,1.6776130575148132,1.8955067555871101
t17,c0,5.465352625123508,5.928896656812459,6.37692210407633,6.914525350169914,7.497450970520757,8.064006439243068,8.747955364922483
t17,c1,1.2524737187863946,2.2684674551303425,3.8598076913696233,6.9668749673102015,12.575068679888144,21.39653654733374,38.75318586098923
t17,c2,5.184524893030824,5.624250512977062,6.04925494423246,6.55923437339754,7.112207364673852,7.649651356370027,8.29845674441514
t17,c3,5.0579543489113465,5.486944884712326,5.901573622297221,6.399102851073461,6.9385760340099,7.462899329043175,8.095865338806409
t17,c4,4.221194008412764,4.705179936235593,5.1851247757886645,5.776004993924348,6.434220029886273,7.090533017219879,7.903506359420738
t17,c5,9.464997870405002,10.267771922459094,11.043670605509572,11.974701762768813,12.984223038644505,13.965394185822184,15.149869473887454
t17,c6,4.559253084179437,4.945946258635506,5.31969367117003,5.768167800094448,6.254450317386137,6.7270766866814835,7.297633879000728
t17,c7,4.472546776213976,4.819081556162862,5.151872088353707,5.548646551629723,5.975978833890387,6.38866103345771,6.8836571410828515
t17,c8,0.9378309233811428,1.0596393744698527,1.181990360823748,1.334568367061169,1.5068420059864587,1.6808291285432857,1.8991405401082846
t18,c0,5.45448178564952,5.917103806792536,6.364238110693566,6.900772039034052,7.482538193330506,8.047966756988119,8.730555276580418
t18,c1,1.1638368463673097,2.158376972442048,3.751037615357773,6.9316343250980985,12.809136922583328,22.26096508179284,41.28375430529569
t18,c2,5.136346108139023,5.57198544313304,5.9930403905892495,6.498280679770641,7.046115000224196,7.578564629080661,8.221340794415454
t18,c3,5.009194521980614,5.434049491733023,5.844681114261018,6.337414048445684,6.87168658756069,7.390955287127503,8.017819361017049
t18,c4,4.190476363718674,4.6709403241222915,5.147392603270707,5.733972983834063,6.38739818650079,7.038935181754228,7.845992513882647
t18,c5,9.395703860543817,10.192600739265067,10.962819005718444,11.887034009073002,12.88916449857944,13.863152412957815,15.038956062274156
t18,c6,4.540536980421633,4.925642748027956,5.297855897115583,5.744489003360481,6.228775291471384,6.699461491181255,7.26767649994235
t18,c7,4.473146377401422,4.8197276146990955,5.152562761649328,5.549390417536005,5.97677998906757,6.38951751387782,6.884579981961278
t18,c8,0.9400519155350905,1.0621488361201752,1.1847895768145866,1.3377289216966073,1.5104105429040398,1.6848097056532434,1.9036381271825278
t19,c0,5.437546667933615,5.898732336606514,6.344478374423073,6.879346468025798,7.4593063502155115,8.022979366845606,8.703448580262705
t19,c1,1.101425628639305,2.0777339742995427,3.6663624376131256,6.890907198184426,12.951420603387847,22.85403357761342,43.11194580849924
t19,c2,5.0855220139528745,5.516850702014856,5.93373931491017,6.43398025640288,6.976393761647543,7.5035748066670465,8.1399907081723
t19,c3,4.960217054358572,5.3809179988612525,5.787534665110607,6.275449896324377,6.80449857841586,7.318690121204556,7.939425023078998
t19,c4,4.160891158465155,4.63796299261589,5.1110514684043435,5.6934905295924345,6.342302481387234,6.989239556712301,7.790598978925492
t19,c5,9.333120383056992,10.124709242431422,10.889797192066178,11.807856127741939,12.803311565345957,13.770811881603247,14.938783666238868
t19,c6,4.5260617487323955,4.909939799168921,5.280966332754008,5.726175572676299,6.208917956122498,6.678103608248878,7.244507147587615
t19,c7,4.476834156018803,4.823701123933867,5.156810668865851,5.553965479828776,5.9817074024774755,6.394785198875142,6.890255809377836
t19,c8,0.9426868423474817,1.0651259955735977,1.1881104932144146,1.341478520782827,1.5146441614642985,1.6895321578857625,1.9089739464702828
t20,c0,5.414835473093195,5.874094891157412,6.317979165621411,6.850613256606858,7.428150799699838,7.989469503164682,8.66709657658141
t20,c1,1.06009283294129,2.021762110865502,3.602692377536658,6.84529399627805,13.006397711791179,23.176836504973743,44.20183632924855
t20,c2,5.0327323187969535,5.459583647427135,5.872144794483478,6.367193040568822,6.9039760828026555,7.425684783669051,8.055494440753247
t20,c3,4.911609007309155,5.328187258978031,5.730819252414176,6.213953118970904,6.73781734583619,7.246970027133468,7.861621987276757
t20,c4,4.132774250476355,4.6066223077115165,5.0765139238279176,5.655017197015596,6.299444851010744,6.942010297872411,7.737954594267062
t20,c5,9.277879763667338,10.06478338840436,10.82534295626638,11.737968109652673,12.72753167265408,13.689305574321587,14.850364399286182
t20,c6,4.515984507104197,4.899007856017683,5.269208301883031,5.713426286861206,6.195093848108278,6.663234861993413,7.228377308213705
t20,c7,4.483616258850851,4.8310087069073395,5.164622890409645,5.5623793642160715,5.990769287126536,6.40447286862036,6.900694083794475
t20,c8,0.9457183743909492,1.068551272601832,1.1919312689689487,1.3457925038986298,1.5195150179392822,1.6949654265440424,1.9151129052728249
t21,c0,5.386711602440864,5.843585693650059,6.285164497526509,6.81503216424028,7.389570061039386,7.947973356512715,8.622080933121467
t21,c1,1.0367717896357562,1.9875338223799661,3.5581210759497126,6.795444440044705,12.978216354093268,23.233851226963637,44.54024077367886
t21,c2,4.978658290425332,5.40092332886706,5.809051726125121,6.2987809424651005,6.829796536796579,7.345899755530135,7.968942443280658
t21,c3,4.863932983757366,5.2764675921907624,5.6751913159797915,6.153635497024837,6.672414676774036,7.176625113037383,7.785310767376537
t21,c4,4.106436856189792,4.577265168730726,5.044162253809244,5.618978834262555,6.259299671823083,6.897770169746522,7.688642062594849
t21,c5,9.230531163767767,10.013418915715285,10.770097054673741,11.67806472980566,12.662578168165098,13.619443766553848,14.774577260390698
t21,c6,4.510422637173277,4.892974255937155,5.262718764293188,5.706389652032758,6.18746399328065,6.655028446412651,7.219474865272049
t21,c7,4.493468521780665,4.84162432725681,5.17597159192914,5.57460209266734,6.003933356208522,6.41854600668251,6.91585761443284
t21,c8,0.9491245690412496,1.0723998746030907,1.196224248805047,1.350639645871679,1.5249878564346635,1.7010701849210346,1.9220105690058178
t22,c0,5.353605944531745,5.807672178464107,6.2465371268569205,6.773148332299703,7.344155233480141,7.89912669338483,8.569091338930582
t22,c1,1.0299561546033649,1.973584209365433,3.5317330806086367,6.742045973729565,12.870503765264608,23.03179347310357,44.133125190545414
t22,c2,4.923972874140476,5.341599767511244,5.745245296092687,6.229595343086197,6.754778279875057,7.26521263810122,7.881411845790376
t22,c3,4.817721917655482,5.226337133259394,5.621272678136844,6.09517127523775,6.60902165784938,7.10844171112899,7.711344388379057
t22,c4,4.082163761571119,4.550209014106581,5.014346276613808,5.5857651237683115,6.222301033221888,6.856997540371801,7.643194599791868
t22,c5,9.191540814619005,9.971121599041997,10.724603481543724,11.628735843621488,12.60909063476743,13.561914372172486,14.712168508858698
t22,c6,4.509454109112898,4.891923582142969,5.26158869485023,5.705164312647509,6.186135352268013,6.6535994047659,7.217924619419124
t22,c7,4.506336468458632,4.8554892877824924,5.190794022781559,5.590566081762094,6.021126821326009,6.436926798127631,6.9356625572256
t22,c8,0.9528789936891037,1.0766419358170707,1.200956118520116,1.3559823321135402,1.531020206858022,1.7077990591260805,1.9296134107076193
t23,c0,5.316007984945744,5.7668853469122485,6.202668180789287,6.725581036554317,7.292577800526983,7.843651738885063,8.508911274654663
t23,c1,1.039459891767893,1.979724909420387,3.5235049214266168,6.685812132717446,12.686255552580121,22.57893693274731,43.003182929902934
t23,c2,4.869331891582562,5.282324408530132,5.681490710915463,6.160465959317232,6.679820977792509,7.184591081649751,7.7939523698336295
t23,c3,4.773474901874919,5.178337305630818,5.56964567575946,6.039191884104291,6.548322951990646,7.043156221857621,7.6405217085578006
t23,c4,4.060211987014299,4.525740333206422,4.987381704528222,5.555727755380838,6.188840702504195,6.820124138682258,7.602093435177159
t23,c5,9.161292684133635,9.938307972546031,10.689310247029916,11.5904672305269,12.567595805280767,13.517283927306437,14.663752731596311
t23,c6,4.513117709082921,4.895897910444186,5.26586334888114,5.709799339260275,6.1911611324939,6.65900496517078,7.223788652576905
t23,c7,4.52213537584945,4.872512301073159,5.208992591535745,5.610166224007624,6.042236480070828,6.459494223147246,6.959978515699303
t23,c8,0.9569508869895524,1.0812426995178877,1.2060881082119055,1.3617767880835305,1.5375626440031849,1.7150969170843569,1.9378591375748864
t24,c0,5.274456056242947,5.721809190245313,6.154185780697879,6.673011351838421,7.235576254689353,7.7823427907520495,8.442402406416669
t24,c1,1.0663973891879175,2.007024428363087,3.5342903972964788,6.6274711793486825,12.427777374121883,21.884822931089563,41.188561298472344
t24,c2,4.815366440166446,5.223781875882999,5.618524329128869,6.092191228033691,6.605790379248063,7.104966256397714,7.707574162860132
t24,c3,4.731654000164038,5.132969363002794,5.520849440488823,5.986281906490483,6.490952425031607,6.981450410023774,7.573582316613382
